DoctorNo,DoctorID,RoomNo,FirstName,SecondName,GovHospital,BasicPayment($),Experience(years)
8534,AVwdxRF2_7pvs4fz9HI1,34,ISABEAU,BRANTLEY,Fairfield Memorial Hospital,2.724,16
8535,AVwdUx80_7pvs4fz4r5b,35,ISABEL CATRINA,BRANTLEY,Williamsburg Regional Hospital,459.95,37
8536,AV12hrQ9IxWefVJwhzO7,36,ISABELL,BRANTLEY,Edgefield County Hospital,10.74,2
8537,AVweFq7WIN2L1WUf14Qh,37,ISABELLA-ARRINDELL,BRANTLEY,Shriners Hospitals For Children,23.76,25
8538,AVweLEQ1ByjofQCxv6SS,38,ISABELLA BEATRICE,BRANTLEY,Prairie Lakes Hospital,85.056,12
8539,AVwdjiTiByjofQCxqQkn,39,ISABELLA ROSE,BRANTLEY,Brookings Health System,381.576,6
8540,AVweaRQUkufWRAb5Cqcy,40,ISABELLA-ROSE,BRANTLEY,Avera Sacred Heart Hospital,30.36,20
8541,AWjSRhMh3-Khe5l_07d5,41,ISABEL-SUSAN,BRANTLEY,Avera Queen Of Peace,23.976,1
8542,AV1c566pa4HuVbed5xBO,42,ISABEYA,BRAXTON,Avera St Lukes,108.925,1
8543,AVwdJLf-ByjofQCxl8Ot,43,ISABIL,BRAXTON,Avera St Mary's Hospital,36.352,19
8544,AVwc7zOq_7pvs4fz0hjF,44,ISAC,BRAXTON,Avera Mckennan Hospital & University Health Center,19.56,3
8545,AVwdvpcNkufWRAb58264,45,ISADORAH,BRAYAN,Sanford Usd Medical Center,61.44,1
8546,AV5AaxbfRxPSIh2Rggan,46,ISADORE,BRAYAN,Regional Health Spearfish Hospital,38.9,15
8547,AV23qY8JIxWefVJwjO2h,47,ISAH,BRAYDEN,Regional Health Rapid City Hospital,99.39,1
8548,AVzX8_NDFcQ3k02bCEzV,48,ISAHIAS,BRAYDEN,Phs Indian Hospital At Rapid City - Sioux San,2.688,2
8549,AV5TN18E3-Khe5l_Uns4,49,ISAIA,BRAYDEN,Phs Indian Hospital At Eagle Butte,27.816,10
8550,AVzxnIAWLD2H7whiX4uh,50,ISAIAH JOSEPH,BRAYDEN,Phs Indian Hospital At Rosebud,82.524,16
8551,AVwcgLeq_7pvs4fzvxaU,51,ISAIAHS,BRAYDEN,Dunes Surgical Hospital,182.994,5
8552,AVwegwE9ByjofQCxy5-h,52,ISAIAH-THOMAS,BRAYDEN,Sioux Falls Specialty Hospital Llp,14.352,3
8553,AV1ZPHW_LD2H7whiaWeD,53,ISAIAONNA,BRAYLEN,Black Hills Surgical Hospital Llp,64.96,8
8554,AV1gfyB8RxPSIh2RaE4l,54,ISAIC,BREINDY,Same Day Surgery Center Llc,68.6,9
8555,AV1c-m8vRxPSIh2RZHVm,55,ISAID,BRENDA,Avera Heart Hospital Of South Dakota,7999.98,11
8556,AVwdFzHqIN2L1WUfsHCU,56,ISAIRY,BRENDAN,Sanford Aberdeen Medical Center,167.44,16
8557,AVweZcbvkufWRAb5CjYV,57,ISAIYAH,BRENDAN,Madison Regional Health System,479.97,37
8558,AV41gbCp3-Khe5l_SL8q,58,ISALLANA,BRENDAN,Faulkton Area Medical Center,14.62,2
8559,AVwcu3-0ByjofQCxhkm6,59,ISAM,BRENDON,Avera Gettysburg Hospital,19.44,25
8560,AVz7qcPz3D1zeR_xDIg7,60,ISAMAE ANN,BRENDON,Douglas County Memorial Hospital-cah,191.984,12
8561,AVweBndwkufWRAb5_VvX,61,ISAMAIRY,BRENNA,Platte Health Center - Cah,104.01,6
8562,AVzxmVYKLD2H7whiX38d,62,ISAMAR,BRENNAN,Sanford Clear Lake Medical Center,284.82,20
8563,AVwdn266kufWRAb57s8e,63,ISAMBARD,BRENNAN,Eureka Community Health Services - Cah,36.84,1
8564,AWjNDzLfRxPSIh2R_9py,64,ISAMEL,BRIA,Community Memorial Hospital,166.24,1
8565,AV0JVB0PFcQ3k02bDtCv,65,ISAMI,BRIA,Avera Flandreau Hospital - Cah,33.4,19
8566,AV0JVGZnFcQ3k02bDtJy,66,ISAVELLA,BRIAN,Sanford Hospital Webster - Cah,198.272,3
8567,AWjNJjM7IxWefVJwFmr2,67,ISAYA,BRIAN,Marshall County Healthcare Center - Cah,47.36,1
8568,AWjM_8rwIxWefVJwFkqt,68,ISBEL,BRIAN,Freeman Medical Center - Cah,200.984,15
8569,AV0JUtL7FcQ3k02bDsm_,69,ISBELI,BRIAN,Bennett County Hospital And Nursing Home - Cah,97.696,1
8570,AWjM_3LVIxWefVJwFkpJ,70,ISCO,BRIAN,Wagner Community Memorial Hospital - Cah,2.696,2
8571,AVwenEmrByjofQCxz0m5,71,ISE,BRIAN,Community Memorial Hospital,18.588,10
8572,AWFbLmda3-Khe5l_guRe,72,ISELIE,BRIANA,Landmann-jungman Memorial Hospital - Cah,4.896,16
8573,AWjM_3AhRxPSIh2R_8zL,73,ISFANDIOR,BRIANNY,Bowdle Hospital - Cah,15.072,5
8574,AVwenIt8kufWRAb5Eiga,74,ISFANDIYOR,BRIDGET,Hans P Peterson Memorial Hospital - Cah,209.88,3
8575,AVwcpiUIIN2L1WUfnWnx,75,ISFAR,BRIDGET,Regional Health Lead-deadwood Hospital,369.912,8
8576,AVwdGCXM_7pvs4fz2Mrm,76,ISHAAQ,BRIELLA,Regional Health Sturgis Hospital,10.368,9
8577,AVwelbtqByjofQCxzmmK,77,ISHAK,BRIELLA,Fall River Hospital - Cah,166.84,11
8578,AVzBIFti-gnIPe8DSkMy,78,ISHAKA,BRIELLA,Regional Health Custer Hospital,15.216,16
8579,AVweLimpByjofQCxv-Oz,79,ISHAN,BRIELLE,Avera Weskota Memorial Medical Center - Cah,119.96,37
8580,AVwc5P1aIN2L1WUfqDct,80,ISHANA,BRIELLE,Mobridge Regional Hospital - Cah,883.92,2
8581,AV0ZPcbmLD2H7whiZIx-,81,ISHAN DANYAL,BRIELLE,Milbank Area Hospital/avera Health,46.72,25
8582,AVwcvvsL_7pvs4fzyg-h,82,ISHANI,BRISTOL,St Michael's Hospital - Cah,55.48,12
8583,AV0ZPYDYLD2H7whiZIt-,83,ISHANT,BRITHANY,Pioneer Memorial Hospital - Cah,24.448,6
8584,AVwdjsiykufWRAb57ENn,84,ISHANVI,BRITNEY,Sanford Chamberlain Medical Center,281.34,20
8585,AV0ZQ0SS3D1zeR_xECsr,85,ISHARA,BRITTANY,Avera St Benedict Health Center - Cah,307.98,1
8586,AVwc1hJKByjofQCxiuYw,86,ISHE,BROCHA,Avera Dells Area Hospital  - Cah,299.97,1
8587,AWjNFr3iIxWefVJwFl5n,87,ISHI,BROCHA,Avera De Smet Memorial Hospital - Cah,19.92,19
8588,AVwdBpIykufWRAb51hiM,88,ISHIKA,BROCK,Sanford Canton-inwood Medical Center - Cah,9.94,3
8589,AWjNGok_RxPSIh2R_-Lw,89,ISHJEET,BROCK,Winner Regional Healthcare Center - Cah,103.056,1
8590,AVwct1peByjofQCxhZSC,90,ISHKAH,BRODIE,Huron Regional Medical Center,59.808,15
8591,AWjNE1twRxPSIh2R_93b,91,ISHMEAL,BRODY,Sanford Vermillion Hospital,73.32,1
8592,AV1thNvo3-Khe5l_Ou60,92,ISHRAQ,BRODY,Avera Hand County Memorial Hospital And Clinic,146.82,2
8593,AWjNEffzRxPSIh2R_9ys,93,ISHTIAQ,BRODY,Avera Gregory Hospital,1652.94,10
8594,AVweTKLSIN2L1WUf3tyl,94,ISHTYNA,BRODY,Coteau Des Prairies Health Care System,296.37,16
8595,AV12f8nea4HuVbed8_uF,95,ISIAH,BROOKE,Lifescape,129.92,5
8596,AWjNAKy-RxPSIh2R_83U,96,ISIBELLA,BROOKE,Unicoi County  Hospital,45.584,3
8597,AV1b-iWHLD2H7whiakzo,97,ISIDOR,BROOKE,Jackson-madison County General Hospital,17.568,8
8598,AWjIXYwNa4HuVbediSt1,98,ISIDORE,BROOKLYN,Sumner Regional Medical Center,55.992,9
8599,AVwelt1iByjofQCxzpLn,99,ISIDRO,BROOKLYN,Tristar Skyline Medical Center,182.72,11
8600,AWjIdLpxa4HuVbediT6l,100,ISIEL,BROOKLYN,Unity Medical Center,400.032,16
8601,AV1goqjM3-Khe5l_NhyF,101,ISIOMA,BROOKLYN,Henderson County Community Hospital,33.63,37
8602,AWjIZMUJa4HuVbediTGJ,102,ISIUWA,BROOKLYNN,Cumberland Medical Center,542.646,2
8603,AWjIdeBoRxPSIh2R_7iD,103,ISKANDAR,BROOKS,Wayne Medical Center,6.3,25
8604,AWjIa0ZKIxWefVJwFivg,104,ISKENDER,BRUCE,Blount Memorial Hospital,242.94,12
8605,AVwcyyvyByjofQCxiP-b,105,ISLAH,BRUCE,Bristol Regional Medical Center,179.97,6
8606,AVwcrjAcByjofQCxhAQP,106,ISLAINIE,BRUCE,University Of Tn Medical Center (the),99.696,20
8607,AV0Z9Ri83D1zeR_xEKDx,107,ISLAINY,BRUNO,Baptist Memorial Hospital Huntingdon,27.936,1
8608,AWjIWnJ6a4HuVbediSiz,108,ISLAND,BRUNO,Holston Valley Medical Center,84.98,1
8609,AWjIfOJ0a4HuVbediUWz,109,ISLA-ROSE,BRYANA,Sycamore Shoals Hospital,18.72,19
8610,AV1c2ZCN3-Khe5l_L4zE,110,ISLA-SCARLETT,BRYANT,Southern Tennessee Regional Health System Pulaski,49.98,3
8611,AV1gpE32a4HuVbed7MSd,111,ISLAY,BRYANT,"Laughlin Memorial Hospital, Inc",11.784,1
8612,AWjIabC8RxPSIh2R_63G,112,ISLEEN,BRYCE,Williamson Medical Center,272.736,15
8613,AV0Z9Djf-gnIPe8DVrKY,113,ISLEINIS,BRYCE,Morristown Hamblen Hospital Association,3.54,1
8614,AWjIYWox3-Khe5l_0y4k,114,ISLEINY,BRYCE,Roane Medical Center,51.52,2
8615,AVweBtV4_7pvs4fz_Y7f,115,ISLENI,BRYCE,Hawkins County Memorial Hospital,3.528,10
8616,AWhZE9ila4HuVbedfuMs,116,ISLOM,BRYCE,Tennova Healthcare-lafollett Medical Center,4.624,16
8617,AWjIg8br3-Khe5l_00v_,117,IS'MAEL,BRYCE,Methodist Medical Center Of Oak Ridge,55.168,5
8618,AVwcf-8WkufWRAb5v0hS,118,ISMAELA,BRYCE,Tennova Healthcare-clarksville,567.12,3
8619,AVwda1YwByjofQCxo6wU,119,ISMAHAN,BRYCE,Vanderbilt University Medical Center,359.32,8
8620,AVwdIk8sIN2L1WUfsi5o,120,ISMAIRY,BRYCEN,Perry Community Hospital,11.992,9
8621,AVwd4clEIN2L1WUf0CRV,121,ISMANUEL,BRYCEN,Tristar Horizon Medical Center,58.05,11
8622,AVwekHPWByjofQCxzapa,122,ISMARI,BRYNLEE,Baptist Memorial Hospital,157.74,16
8623,AVwdXt--IN2L1WUfvHOJ,123,ISMARIEL,BRYNN,Methodist Healthcare Memphis Hospitals,56.98,37
8624,AVweiTPXkufWRAb5D2jK,124,ISMARY,BRYNN,Takoma Regional Hospital,2.88,2
8625,AVwcyidTByjofQCxiNN5,125,ISMAT,BRYNN,Saint Thomas Rutherford Hospital,1199.976,25
8626,AVwefj4WByjofQCxyuu5,126,ISMERALDA,BRYSON,Tennova Healthcare-jefferson Memorial Hospital,79.92,12
8627,AWjIZKbSRxPSIh2R_6lp,127,ISMETH,BRYSON,Claiborne Medical Center,383.438,6
8628,AVwcrE9hByjofQCxg6sK,128,ISMINI,BRYSON,Southern Tennessee Regional Hlth System Winchester,24.56,20
8629,AVweFLqN_7pvs4fz_3Zl,129,ISMOIL,BRYSON,Cookeville Regional Medical Center,119.8,1
8630,AV12g_puIxWefVJwhuM7,130,ISMOILJON,BURECH,Milan General Hospital,13.128,1
8631,AWigEL_zRxPSIh2R-dOe,131,ISNAYA,CADEN,West Tennessee Healthcare Volunteer Hospital,22.72,19
8632,AVwddRtnByjofQCxpUm7,132,ISNELA,CADEN,Johnson City Medical Center,58.32,3
8633,AV1ho-Eua4HuVbed7bdx,133,ISOLDE,CADEN,Northcrest Medical Center,12.39,1
8634,AWhr60ty3-Khe5l_yUl0,134,ISOLIA,CADENCE,Lakeway Regional Hospital,107.982,15
8635,AWM-vKrza4HuVbedQBB3,135,ISOLINA,CAESAR,Starr Regional Medical Center Athens,11.36,1
8636,AV0Z8iBlLD2H7whiZRCS,136,ISOMIDDIN,CAITLIN,Decatur County General Hospital,50.94,2
8637,AVwdBCXnByjofQCxkn8r,137,ISORE,CAITLIN,West Tennessee Healthcare Dyersburg Hospital,646.74,10
8638,AVwdVFA1kufWRAb54wnA,138,ISRAA,CAITLIN,Maury Regional Hospital,5.64,16
8639,AWjIcJkK3-Khe5l_0zvl,139,ISRAAT,CAITLYN,Leconte Medical Center,572.58,5
8640,AVwcgEY7ByjofQCxe7UR,140,ISRAEL BENJAMIN,CALEB,Saint Thomas West Hospital,310.88,3
8641,AV0ZHSNa-gnIPe8DVd0O,141,ISRAELLE,CALEB,Jamestown Regional Medical Center,641.96,8
8642,AWjDZZ3ja4HuVbediQ2J,142,ISRATE,CALEB,Sweetwater Hospital Association,18.28,9
8643,AWjDb7DFa4HuVbediRaH,143,ISSABELLA REINA,CALEB,"Memorial Healthcare System, Inc",207,11
8644,AWjDagpfRxPSIh2R_4l4,144,ISSABELLE,CALEB,Lincoln Medical Center,32.35,16
8645,AVwc07nyIN2L1WUfpVTG,145,ISSACAR,CALEB,Erlanger Medical Center,7.71,37
8646,AV0dMAkmLD2H7whiZlD2,146,ISSACK,CALEB,Hardin Medical Center,40.3,2
8647,AWjJO_pAIxWefVJwFkdN,147,ISSAGHA,CALI,Fort Loudon Medical Center,34.58,25
8648,AV0HhhbP-gnIPe8DUwGw,148,ISSAH,CALI,Metro Nashville General Hospital,32.76,12
8649,AVwc7cQVIN2L1WUfqbrC,149,ISSAIAC,CALI,Tennova Healthcare,544.008,6
8650,AV1c7Sey3-Khe5l_MNvU,150,ISSALYNA NAKEHOLY,CALI,Fort Sanders Regional Medical Center,59.94,20
8651,AVweUlwm_7pvs4fzB-Av,151,ISSATU,CALLA,Baptist Memorial Hospital Union City,23.92,1
8652,AVwebqOGIN2L1WUf43Mf,152,ISSE,CALLEN,Baptist Memorial Hospital Tipton,4.28,1
8653,AWi422pua4HuVbediNNR,153,ISSIAGA,CALLIE,Henry County Medical Center,32.07,19
8654,AVwcjLAWIN2L1WUfmMZC,154,ISSIAH,CALLIE,Saint Thomas Midtown Hospital,24,3
8655,AV0wBl8wLD2H7whiZx6J,155,ISSIAKA,CALVIN,Tennova Healthcare-shelbyville,35.49,1
8656,AVwcvc7i_7pvs4fzydqj,156,ISSRAE,CALVIN,Tennova Healthcare-harton,47.984,15
8657,AVwcvRgkkufWRAb5yfcK,157,ISTA,CALVIN,Saint Thomas Dekalb Hospital,186.69,1
8658,AV0v9C6bFcQ3k02bFCMw,158,ISVELYS,CALVIN,Tristar Summit Medical Center,17.456,2
8659,AV1c836N3-Khe5l_MVRI,159,ISWARI,CAMDEN,Saint Thomas River Park Hospital,348.928,10
8660,AWizlSo_IxWefVJwFQCR,160,ISYSS,CAMDEN,Regional One Health,143.96,16
8661,AWi3tkr_a4HuVbediKdl,161,ITACHI,CAMDEN,Tennova Healthcare-newport Medical Center,15.42,5
8662,AWitubVGRxPSIh2R_XcX,162,ITALEIGH,CAMDEN,Parkridge Medical Center,43.04,3
8663,AWit3oTna4HuVbedhysg,163,ITALIA,CAMDEN,Delta Medical Center,332.94,8
8664,AVwdb-vcIN2L1WUfv0MQ,164,ITALIAH,CAMELLIA,Tristar Centennial Medical Center,1363.96,9
8665,AWhDOf-1RxPSIh2R8I9K,165,ITALIBI,CAMERON,Parkwest Medical Center,9.96,11
8666,AVwdd5WAByjofQCxpaRj,166,ITALIE,CAMERON,Southern Tennessee Regional Health System Lawrence,21.72,16
8667,AWNXf7iGIxWefVJw0PaQ,167,ITALIVI,CAMERON,Indian Path Community Hospital,20.16,37
8668,AVzsvXqu-gnIPe8DUNXU,168,ITALO,CAMERON,Jellico Community Hospital,132.79,2
8669,AWhDVTTu3-Khe5l_xHEl,169,ITALUVI,CAMERON,Mckenzie Regional Hospital,12.96,25
8670,AWirahO13-Khe5l_0K5v,170,ITALY,CAMERON,St Francis Hospital,21.56,12
8671,AVweePIUByjofQCxyhuH,171,ITALYO,CAMERON,Franklin Woods Community Hospital,283.92,6
8672,AVwdVGITkufWRAb54wyE,172,ITANA,CAMERON,Tennova Healthcare-cleveland,22.23,20
8673,AV1h4ZYF3-Khe5l_N3wc,173,ITAY,CAMERON,Livingston Regional Hospital,215.968,1
8674,AWirW1vTRxPSIh2R_R01,174,ITHAN,CAMERON,Saint Thomas Highlands Hospital,355.32,1
8675,AWitZs1va4HuVbedhuXB,175,ITHIER,CAMILA,Tennova Healthcare-lebanon,12.96,19
8676,AVwd1GKxIN2L1WUfzlhR,176,ITIVA,CAMILA,Tristar Hendersonville Medical Center,18.28,3
8677,AVwdkrRbkufWRAb57NyC,177,ITREL,CAMILLA,Tristar Southern Hills Medical Center,43.176,1
8678,AV0J9uUDLD2H7whiYgEp,178,ITSUKI,CAMILLE,Saint Thomas Stones River Hospital,1983.968,15
8679,AV0J9v3vLD2H7whiYgHB,179,ITTAI,CAMILLE,Saint Thomas Hospital For Specialty Surgery,28.4,1
8680,AV0J_CY33D1zeR_xDYW7,180,ITTIEL,CAMRYN,Tristar Stonecrest Medical Center,149.97,2
8681,AWhDYO1RRxPSIh2R8Pjx,181,ITTY,CAMRYN,Saint Francis Bartlett Medical Center,11.52,10
8682,AV12amqHIxWefVJwhciE,182,ITZAEL,CANAAN,Trustpoint Hospital,1298.55,16
8683,AVwc7fOekufWRAb50h6F,183,ITZAMARA,CANDACE,Big South Fork Medical Center,213.92,5
8684,AV1tfgSi3-Khe5l_Ojoe,184,ITZAYANNA,CANDICE,Saint Thomas Hickman Hospital,25.78,3
8685,AWif2dIOa4HuVbedgw_Q,185,ITZELLEE,CARA,Trousdale Medical Center,18.28,8
8686,AVweRwMnkufWRAb5Bhvs,186,IVA,CARINA,Three Rivers Hospital,1399.93,9
8687,AWigBKNX3-Khe5l_zTP0,187,IVAAN,CARINA,Johnson County Community Hospital,51.84,11
8688,AWif4k-2a4HuVbedgxaJ,188,IVAH,CARL,Macon Community Hospital,5.344,16
8689,AVwczf_5ByjofQCxiXzm,189,IVALYNN,CARL,Erlanger Bledsoe Hospital,41.472,37
8690,AWigAU1r3-Khe5l_zTES,190,I'VANA,CARL,Riverview Regional Medical Center,3.168,2
8691,AWif7wsGIxWefVJwEB3j,191,IVANIA,CARLO,Marshall Medical Center,1228.465,25
8692,AVwdR7wPByjofQCxncXc,192,IVANIE,CARLOS,Rhea Medical Center,31.086,12
8693,AWigCBkC3-Khe5l_zTfF,193,IVANN,CARLOS,Tristar Ashland City Medical Center,335.52,6
8694,AWif9DzNa4HuVbedgymr,194,IVANNIELL,CARLY,Hancock County Hospital,239.97,20
8695,AV0J-UpHLD2H7whiYgx7,195,IVANYALIS,CARLY,Lauderdale Community Hospital,9.82,1
8696,AWigAKCha4HuVbedgzXt,196,IVARR,CARLY,Camden General Hospital,67.8,1
8697,AWg8wTLtIxWefVJwBK3A,197,IVEARY,CARLY,Cumberland River Hospital,167.97,19
8698,AWigAZCia4HuVbedgzbS,198,IVEE,CARMELO,Houston County Community Hospital,35,3
8699,AV0aAEl7LD2H7whiZTRf,199,IVEEY,CARMELO,St Jude Childrens Research Hospital,37.24,1
8700,AWif2p0YRxPSIh2R-Z3G,200,IVELIS,CARMINE,East Tennessee Childrens Hospital,15.28,15
8701,AWif7uhtIxWefVJwEB26,201,IVELISE,CAROL,The Hospitals Of Providence Memorial Campus,301.96,1
8702,AVweQaDQkufWRAb5BWdn,202,IVELISSE,CAROLINA,Peterson Regional Medical Center,180.66,2
8703,AV12XxEuIxWefVJwhUY5,203,IVELYSSE,CAROLINA,United Regional Health Care System,191.98,10
8704,AWhGBVRQa4HuVbedff6o,204,IVEN,CAROLINA,St Joseph Regional Health Center,65.99,16
8705,AWif9QgYRxPSIh2R-bc5,205,IVER,CAROLINE,Parkland Health And Hospital System,35.216,5
8706,AWhDZtTORxPSIh2R8P_H,206,IVERSON,CAROLINE,University Of Texas Medical Branch,23.696,3
8707,AWif8fTKRxPSIh2R-bOT,207,IVEY,CAROLYN,Baylor University Medical Center,265.475,8
8708,AWg8yEYv3-Khe5l_wdId,208,IVIANELYZ,CARSON,Citizens Medical Center,51.184,9
8709,AV0aUFA9-gnIPe8DV6re,209,IVIANNA,CARSON,University Medical Center Of El Paso,9.664,11
8710,AVweiJcxByjofQCxzHgD,210,IVIE,CARSON,Valley Baptist Medical Center- Brownsville,21.072,16
8711,AWif7HZE3-Khe5l_zRyk,211,I'VIER,CARSON,Laredo Medical Center,60.45,37
8712,AVweVMTNkufWRAb5B_dt,212,I'VIONA,CARSON,Christus Good Shepherd Medical Center Marshall,11.52,2
8713,AV0aTkWLFcQ3k02bEzJP,213,IVIS,CARSON,Vhs Harlingen Hospital Company Llc,186.048,25
8714,AV1tidrFa4HuVbed8cLn,214,IVO,CARSON,Christus Southeast Texas- St Elizabeth,37.44,12
8715,AVweN4oRkufWRAb5BA8m,215,IVON,CARSON,St Joseph Medical Center,26.976,6
8716,AWif64EtIxWefVJwEBrl,216,IVONIELIS,CARSON,Jps Health Network,11.36,20
8717,AVwdoOQFByjofQCxq_r_,217,IVONNA,CARSON,Covenant Medical Center,14.62,1
8718,AV0aIWZX-gnIPe8DVvXZ,218,IVONNE,CARSON,Providence Health Center,83.72,1
8719,AWg8vltQRxPSIh2R7kZk,219,IVORIA,CARTER,Ut Southwestern University Hospital,287.94,19
8720,AVwcx5g3_7pvs4fzy4a_,220,IVORYROSE,CARTER,Christus Spohn Hospital Corpus Christi,48.896,3
8721,AVwdJuLKkufWRAb5204r,221,IVYLEE,CARTER,Methodist Dallas Medical Center,115.36,1
8722,AV0aSyoN3D1zeR_xEWVm,222,IVY'MARIE,CARTER,Baylor Scott & White Medical Center - Temple,5.16,15
8723,AWhDh3Nn3-Khe5l_xN7A,223,IVYNA,CASEY,Rolling Plains Memorial Hospital,38.88,1
8724,AV1ghyyARxPSIh2RaHqm,224,IWINOSASERE,CASEY,Seton Medical Center Austin,185.88,2
8725,AVweUJZJIN2L1WUf32IR,225,IXANDER,CASEY,Baptist Medical Center,44.46,10
8726,AV1tfQEDa4HuVbed8LrB,226,IXION,CASEY,Texas Health Arlington Memorial Hospital,242.94,16
8727,AVwc0orFIN2L1WUfpR4g,227,IYAD,CASHMERE,Memorial Hermann Texas Medical Center,39.96,5
8728,AVwcq-ntkufWRAb5xxAP,228,IYAFAT,CASPER,Brazosport Regional Health System,102.3,3
8729,AVzxpmMP3D1zeR_xCzsa,229,I'YAIRRAH,CASSANDRA,Anson General Hospital,21.36,8
8730,AVwcqXfQIN2L1WUfnfiy,230,IYALA,CASSANDRA,Baylor Medical Center At Irving,7.61,9
8731,AV1ZTCUm3D1zeR_xFTHA,231,IYAN,CASSIDY,Titus Regional Medical Center,7.16,11
8732,AVwcwdQj_7pvs4fzyotv,232,IYANA,CASSIUS,Christus Spohn Hospital Beeville,7.36,16
8733,AWiR2Jhh3-Khe5l_yyqm,233,IYANI,CASTIEL,Ut Health East Texas Tyler Regional Hospital,23.1,37
8734,AVwdNKCfByjofQCxmnuj,234,I'YANNA,CATALEYA,Graham Regional Medical Center,191.472,2
8735,AVwc1K78_7pvs4fzzbKT,235,IYARA,CATALINA,Medical City North Hills,5.248,25
8736,AVweTpNwkufWRAb5ByRy,236,IYED,CATALINA,North Texas Medical Center,59.184,12
8737,AVwdiXUrByjofQCxqFYA,237,IYINOLUWA,CATALINA,Fort Duncan Medical Center,2.89,6
8738,AV1h4CxC3-Khe5l_N28x,238,IYIOLA,CATALINA,Bayshore Medical Center,51.94,20
8739,AVzA2bQrFcQ3k02bBYIq,239,IYIOLAOLUWA,CATERINA,Pampa Regional Medical Center,15.936,1
8740,AVwdvuuCByjofQCxsHHB,240,IYIOLUWA,CATHERINE,Baylor Scott & White Medical Center Hillcrest,44.91,1
8741,AVwdcEPZByjofQCxpITj,241,IYLIANA,CATTLEYA,Christus Mother Frances Hospital,1141.47,19
8742,AVwdxIWhByjofQCxsUUp,242,IYONNALISE,CAYDEN,Guadalupe Regional Medical Center,280.782,3
8743,AV1h2qC6a4HuVbed7cBR,243,IYOSAYI,CECELIA,Las Palmas Medical Center,34.44,1
8744,AWd4-ujEa4HuVbedbdRl,244,IYSIS,CECELIA,Connally Memorial Medical Center,11.36,15
8745,AVwdOJVZkufWRAb53lL8,245,IY ZEL,CECELIA,South Texas Health System,106.344,1
8746,AVzX8_PzLD2H7whiWxYJ,246,IZAAK,CECELIA,Dell Seton  Med Center At The University Of Tx,192.16,2
8747,AVwdlAGWIN2L1WUfxMSr,247,IZABEL,CECELIA,Knapp Medical Center,322.59,10
8748,AVweUO6U_7pvs4fzB604,248,IZABELA,CECELIA,Nix Health Care System,29.99,16
8749,AVwc71TMIN2L1WUfqfzZ,249,IZABELLAH,CECILIA,Medical Center Hospital,371.97,5
8750,AVwcrnwXIN2L1WUfnuF1,250,IZABELLE,CECILIA,Midland Memorial Hospital,5.892,3
8751,AVwch85d_7pvs4fzwHBF,251,IZABELLLA,CECILIA,Texas Health Harris Methodist Fort Worth,68.472,8
8752,AVwdvfClIN2L1WUfyx4c,252,IZACC,CELESTE,Baylor Scott And White All Saints Medical Center,1242.9,9
8753,AWhDcvYRa4HuVbedesMm,253,IZACH,CELIA,Seton Smithville Regional Hospital,30.84,11
8754,AVwdwtajIN2L1WUfy9n9,254,IZAEL,CELIA,Permian Regional Medical Center Andrews County Ho,13.48,16
8755,AVwead-LkufWRAb5CsPT,255,IZAIANHEL,CELINA,Detar Healthcare System,31.4,37
8756,AVwcxygbIN2L1WUfoyqA,256,IZAID,CELINA,Texas Health Harris Methodist Hospital Cleburne,17.46,2
8757,AWiJ-wlZa4HuVbedgLcF,257,I'ZAIRE,CESAR,Metroplex Hospital,13.944,25
8758,AWiJ9pe3RxPSIh2R9z-a,258,IZAKK,CHAIM,Val Verde Regional Medical Center,83.76,12
8759,AWiJ-uhoa4HuVbedgLbR,259,IZARIA,CHANA,Hereford Regional Medical Center,37.66,6
8760,AWiKAJ3ZIxWefVJwDbq9,260,I'ZARIAH,CHANCE,Grace Medical Center,34.68,20
8761,AWiJ9oIoRxPSIh2R9z9n,261,IZAYA,CHANCE,Christus Spohn Hospital Kleberg,149.95,1
8762,AWiKAMR_3-Khe5l_ysES,262,IZAYAN,CHANCE,Methodist Hospital South,51.312,1
8763,AVzBEbNrLD2H7whiWLxV,263,I'ZAYAS,CHANEL,Mission Regional Medical Center,4.54,19
8764,AWczsUfza4HuVbedYdgP,264,IZEIAH,CHANEL,Memorial Hermann Hospital System,15.92,3
8765,AWcuhMQVa4HuVbedYHKS,265,IZ ELDEEN,CHARLEE,Scott & White Hospital Brenham,543.92,1
8766,AV1c2OTnIxWefVJweGuU,266,IZELIA,CHARLEE,Hill Regional Hospital,155.82,15
8767,AWiJ_85G3-Khe5l_yr9K,267,IZEN,CHARLEIGH,Chi St Luke's Health Baylor College Of Medicine Me,70.008,1
8768,AWiRSajLa4HuVbedgSgY,268,IZENNA,CHARLES,Ut Health East Texas Jacksonville Hospital,15.648,2
8769,AV0aO2ry-gnIPe8DV1lB,269,IZEYAH,CHARLES,Paris Regional Medical Center,103.6,10
8770,AWiKsHywa4HuVbedgPYJ,270,IZHAR,CHARLES,Wadley Regional Medical Center,46.96,16
8771,AVweFhB8IN2L1WUf124Y,271,IZIA,CHARLES,Medical City Weatherford,8.904,5
8772,AWiKrBWfa4HuVbedgPGM,272,IZIAH,CHARLES,Northwest Texas Hospital,10.44,3
